student_skill_id,student_id,skill_id,initial_assessment_date,initial_proficiency_level,current_proficiency_level,target_proficiency_level,last_assessment_date,assessment_score,hours_practiced,projects_completed,assessed_by_staff_id,learning_style,strengths,areas_for_improvement,recommended_next_steps,progress_notes,status,created_at,updated_at
SSK-719353,STU-000996,SKL-017,2025-10-31,2,4,4,2025-10-31,99.00,175,8,STF-0006,Kinesthetic,Problem solving,Communication,Certification prep,Excellent progress,Proficient,2023-06-26T00:00:00.000Z,2023-07-26T00:00:00.000Z
SSK-719384,STU-000502,SKL-017,2025-12-01,1,5,5,2025-12-01,79.00,5,6,STF-0001,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Advanced,2023-07-27T00:00:00.000Z,2023-08-26T00:00:00.000Z
SSK-719418,STU-000173,SKL-027,2025-01-04,1,4,3,2025-01-04,62.00,39,7,STF-0012,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2023-08-30T00:00:00.000Z,2023-09-29T00:00:00.000Z
SSK-719494,STU-000008,SKL-005,2025-03-21,1,5,4,2025-03-21,87.00,115,6,STF-0038,Mixed,Communication,Detail orientation,Portfolio development,Exceeding expectations,Needs Support,2023-11-14T00:00:00.000Z,2023-12-14T00:00:00.000Z
SSK-719527,STU-000356,SKL-035,2025-04-23,2,3,4,2025-04-23,69.00,148,6,STF-0001,Visual,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2023-12-17T00:00:00.000Z,2024-01-16T00:00:00.000Z
SSK-719609,STU-000896,SKL-034,2025-07-14,2,5,5,2025-07-14,100.00,29,0,STF-0045,Visual,Attention to detail,Confidence,Project leadership role,,In Development,2024-03-08T00:00:00.000Z,2024-04-07T00:00:00.000Z
SSK-719631,STU-000748,SKL-012,2025-08-05,2,2,3,2025-08-05,71.00,51,0,STF-0034,Auditory,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2024-03-30T00:00:00.000Z,2024-04-29T00:00:00.000Z
SSK-719717,STU-000322,SKL-035,2025-10-30,2,3,5,2025-10-30,55.00,137,9,STF-0005,Visual,Problem solving,Communication,Certification prep,,In Development,2024-06-24T00:00:00.000Z,2024-07-24T00:00:00.000Z
SSK-719721,STU-000176,SKL-030,2025-11-03,2,2,3,2025-11-03,59.00,141,2,STF-0020,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2024-06-28T00:00:00.000Z,2024-07-28T00:00:00.000Z
SSK-719734,STU-001949,SKL-038,2025-11-16,1,5,4,2025-11-16,72.00,154,4,STF-0011,Auditory,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,In Development,2024-07-11T00:00:00.000Z,2024-08-10T00:00:00.000Z
SSK-719743,STU-001936,SKL-001,2025-11-25,2,4,4,2025-11-25,81.00,163,2,STF-0043,Auditory,Fast learner,Focus,Peer tutoring,Excellent progress,Proficient,2024-07-20T00:00:00.000Z,2024-08-19T00:00:00.000Z
SSK-719835,STU-000356,SKL-005,2025-02-25,2,1,3,2025-02-25,71.00,54,6,STF-0003,Auditory,Team collaboration,Collaboration,Additional practice,On track to meet goals,In Development,2024-10-20T00:00:00.000Z,2024-11-19T00:00:00.000Z
SSK-719838,STU-001245,SKL-034,2025-02-28,1,4,3,2025-02-28,74.00,57,9,STF-0014,Auditory,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2024-10-23T00:00:00.000Z,2024-11-22T00:00:00.000Z
SSK-719849,STU-001900,SKL-025,2025-03-11,2,5,5,2025-03-11,85.00,68,9,STF-0018,Auditory,Team collaboration,Collaboration,Additional practice,,Proficient,2024-11-03T00:00:00.000Z,2024-12-03T00:00:00.000Z
SSK-719879,STU-001851,SKL-031,2025-04-10,2,5,5,2025-04-10,64.00,98,6,STF-0001,Reading/Writing,Communication,Detail orientation,Portfolio development,,Advanced,2024-12-03T00:00:00.000Z,2025-01-02T00:00:00.000Z
SSK-719883,STU-001900,SKL-001,2025-04-14,2,4,3,2025-04-14,68.00,102,10,STF-0001,Reading/Writing,Fast learner,Focus,Peer tutoring,On track to meet goals,Advanced,2024-12-07T00:00:00.000Z,2025-01-06T00:00:00.000Z
SSK-719908,STU-001426,SKL-011,2025-05-09,1,4,4,2025-05-09,93.00,127,2,STF-0018,Visual,Technical aptitude,Time management,Advanced training,Exceeding expectations,In Development,2025-01-01T00:00:00.000Z,2025-01-31T00:00:00.000Z
SSK-719956,STU-001100,SKL-027,2025-06-26,1,2,4,2025-06-26,90.00,175,6,STF-0016,Kinesthetic,Communication,Detail orientation,Portfolio development,Exceeding expectations,Proficient,2025-02-18T00:00:00.000Z,2025-03-20T00:00:00.000Z
SSK-350040,STU-000356,SKL-032,2025-01-06,1,1,3,2025-01-06,77.00,99,9,STF-0016,Auditory,Problem solving,Communication,Certification prep,Showing steady improvement,Proficient,2024-05-11T00:00:00.000Z,2024-06-10T00:00:00.000Z
SSK-350041,STU-000661,SKL-009,2025-01-07,2,2,4,2025-01-07,78.00,100,10,STF-0007,Auditory,Communication,Detail orientation,Portfolio development,Excellent progress,Proficient,2024-05-12T00:00:00.000Z,2024-06-11T00:00:00.000Z
SSK-350053,STU-001631,SKL-029,2025-01-19,2,4,4,2025-01-19,90.00,112,0,STF-0029,Kinesthetic,Team collaboration,Collaboration,Additional practice,Excellent progress,Proficient,2024-05-24T00:00:00.000Z,2024-06-23T00:00:00.000Z
SSK-350102,STU-000186,SKL-011,2025-03-09,1,3,5,2025-03-09,88.00,161,5,STF-0015,Visual,Team collaboration,Collaboration,Additional practice,Needs additional support,In Development,2024-07-12T00:00:00.000Z,2024-08-11T00:00:00.000Z
SSK-350131,STU-000996,SKL-006,2025-04-07,2,2,4,2025-04-07,66.00,190,1,STF-0020,Auditory,Problem solving,Communication,Certification prep,Excellent progress,In Development,2024-08-10T00:00:00.000Z,2024-09-09T00:00:00.000Z
SSK-350180,STU-000947,SKL-027,2025-05-26,1,1,5,2025-05-26,64.00,38,6,STF-0024,Reading/Writing,Problem solving,Communication,Certification prep,Needs additional support,Advanced,2024-09-28T00:00:00.000Z,2024-10-28T00:00:00.000Z
SSK-350195,STU-000379,SKL-036,2025-06-10,2,1,5,2025-06-10,79.00,53,10,STF-0031,Mixed,Communication,Detail orientation,Portfolio development,,Not Started,2024-10-13T00:00:00.000Z,2024-11-12T00:00:00.000Z
SSK-350267,STU-001133,SKL-006,2025-08-21,2,3,5,2025-08-21,100.00,125,5,STF-0045,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,,Proficient,2024-12-24T00:00:00.000Z,2025-01-23T00:00:00.000Z
SSK-350294,STU-001078,SKL-009,2025-09-17,1,5,5,2025-09-17,76.00,152,10,STF-0033,Mixed,Technical aptitude,Time management,Advanced training,Needs additional support,Needs Support,2025-01-20T00:00:00.000Z,2025-02-19T00:00:00.000Z
SSK-350295,STU-000968,SKL-031,2025-09-18,2,1,3,2025-09-18,77.00,153,0,STF-0013,Mixed,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Not Started,2025-01-21T00:00:00.000Z,2025-02-20T00:00:00.000Z
SSK-350301,STU-001631,SKL-020,2025-09-24,2,2,3,2025-09-24,83.00,159,6,STF-0018,Visual,Technical aptitude,Time management,Advanced training,On track to meet goals,In Development,2025-01-27T00:00:00.000Z,2025-02-26T00:00:00.000Z
SSK-350359,STU-000281,SKL-013,2025-11-21,2,5,4,2025-11-21,90.00,16,9,STF-0050,Kinesthetic,Attention to detail,Confidence,Project leadership role,Excellent progress,Proficient,2025-03-26T00:00:00.000Z,2025-04-25T00:00:00.000Z
SSK-350360,STU-001245,SKL-009,2025-11-22,1,1,5,2025-11-22,91.00,17,10,STF-0047,Kinesthetic,Fast learner,Focus,Peer tutoring,Needs additional support,Proficient,2025-03-27T00:00:00.000Z,2025-04-26T00:00:00.000Z
SSK-350363,STU-000011,SKL-029,2025-11-25,2,4,5,2025-11-25,94.00,20,2,STF-0036,Kinesthetic,Communication,Detail orientation,Portfolio development,,Proficient,2025-03-30T00:00:00.000Z,2025-04-29T00:00:00.000Z
SSK-350396,STU-000877,SKL-022,2025-12-28,1,2,5,2025-12-28,76.00,53,2,STF-0022,Mixed,Team collaboration,Collaboration,Additional practice,Needs additional support,Not Started,2025-05-02T00:00:00.000Z,2025-06-01T00:00:00.000Z
SSK-350432,STU-000661,SKL-001,2025-02-02,1,3,5,2025-02-02,61.00,89,5,STF-0025,Auditory,Problem solving,Communication,Certification prep,Needs additional support,In Development,2025-06-07T00:00:00.000Z,2025-07-07T00:00:00.000Z
SSK-350447,STU-000227,SKL-009,2025-02-17,2,3,5,2025-02-17,76.00,104,9,STF-0015,Auditory,Communication,Detail orientation,Portfolio development,,Proficient,2025-06-22T00:00:00.000Z,2025-07-22T00:00:00.000Z
SSK-350580,STU-000968,SKL-015,2025-06-30,1,1,3,2025-06-30,56.00,36,10,STF-0029,Reading/Writing,Communication,Detail orientation,Portfolio development,Showing steady improvement,Advanced,2025-11-02T00:00:00.000Z,2025-12-02T00:00:00.000Z
SSK-350604,STU-000008,SKL-004,2025-07-24,1,5,3,2025-07-24,80.00,60,1,STF-0003,Visual,Attention to detail,Confidence,Project leadership role,Showing steady improvement,In Development,2025-11-26T00:00:00.000Z,2025-12-26T00:00:00.000Z
SSK-350606,STU-000008,SKL-007,2025-07-26,1,2,5,2025-07-26,82.00,62,3,STF-0034,Visual,Team collaboration,Collaboration,Additional practice,Needs additional support,In Development,2025-11-28T00:00:00.000Z,2025-12-28T00:00:00.000Z
SSK-350620,STU-001851,SKL-034,2025-08-09,1,1,4,2025-08-09,96.00,76,6,STF-0018,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2025-12-12T00:00:00.000Z,2026-01-11T00:00:00.000Z
SSK-350632,STU-001078,SKL-021,2025-08-21,1,3,4,2025-08-21,57.00,88,7,STF-0022,Auditory,Attention to detail,Confidence,Project leadership role,Exceeding expectations,In Development,2025-12-24T00:00:00.000Z,2026-01-23T00:00:00.000Z
SSK-350637,STU-001790,SKL-017,2025-08-26,2,3,3,2025-08-26,62.00,93,1,STF-0035,Auditory,Technical aptitude,Time management,Advanced training,On track to meet goals,In Development,2025-12-29T00:00:00.000Z,2026-01-28T00:00:00.000Z
SSK-350725,STU-001790,SKL-033,2025-11-22,2,1,4,2025-11-22,99.00,181,1,STF-0027,Visual,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2022-03-27T00:00:00.000Z,2022-04-26T00:00:00.000Z
SSK-350754,STU-000968,SKL-012,2025-12-21,1,5,3,2025-12-21,77.00,9,8,STF-0007,Kinesthetic,Problem solving,Communication,Certification prep,Showing steady improvement,Proficient,2022-04-25T00:00:00.000Z,2022-05-25T00:00:00.000Z
SSK-350758,STU-000322,SKL-027,2025-12-25,1,4,4,2025-12-25,81.00,13,1,STF-0007,Kinesthetic,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Proficient,2022-04-29T00:00:00.000Z,2022-05-29T00:00:00.000Z
SSK-350769,STU-000281,SKL-040,2025-01-05,2,5,3,2025-01-05,92.00,24,1,STF-0021,Kinesthetic,Communication,Detail orientation,Portfolio development,On track to meet goals,Proficient,2022-05-10T00:00:00.000Z,2022-06-09T00:00:00.000Z
SSK-350772,STU-001851,SKL-017,2025-01-08,1,3,3,2025-01-08,95.00,27,4,STF-0048,Kinesthetic,Attention to detail,Confidence,Project leadership role,Showing steady improvement,Advanced,2022-05-13T00:00:00.000Z,2022-06-12T00:00:00.000Z
SSK-350869,STU-001613,SKL-022,2025-04-15,2,5,4,2025-04-15,90.00,124,2,STF-0017,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Proficient,2022-08-18T00:00:00.000Z,2022-09-17T00:00:00.000Z
SSK-350879,STU-000877,SKL-030,2025-04-25,2,5,5,2025-04-25,100.00,134,1,STF-0019,Reading/Writing,Team collaboration,Collaboration,Additional practice,,Advanced,2022-08-28T00:00:00.000Z,2022-09-27T00:00:00.000Z
SSK-350890,STU-000227,SKL-030,2025-05-06,1,1,4,2025-05-06,60.00,145,1,STF-0005,Mixed,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Needs Support,2022-09-08T00:00:00.000Z,2022-10-08T00:00:00.000Z
SSK-350900,STU-001792,SKL-009,2025-05-16,1,1,5,2025-05-16,70.00,155,0,STF-0007,Visual,Team collaboration,Collaboration,Additional practice,Needs additional support,In Development,2022-09-18T00:00:00.000Z,2022-10-18T00:00:00.000Z
SSK-350960,STU-001619,SKL-016,2025-07-15,1,1,5,2025-07-15,79.00,14,5,STF-0035,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2022-11-17T00:00:00.000Z,2022-12-17T00:00:00.000Z
SSK-351029,STU-001851,SKL-005,2025-09-22,2,5,5,2025-09-22,97.00,83,8,STF-0034,Visual,Technical aptitude,Time management,Advanced training,,In Development,2023-01-25T00:00:00.000Z,2023-02-24T00:00:00.000Z
SSK-351094,STU-000227,SKL-040,2025-11-26,1,5,4,2025-11-26,60.00,148,7,STF-0049,Mixed,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Needs Support,2023-03-31T00:00:00.000Z,2023-04-30T00:00:00.000Z
SSK-351129,STU-000610,SKL-020,2025-12-31,2,5,3,2025-12-31,95.00,183,9,STF-0030,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2023-05-05T00:00:00.000Z,2023-06-04T00:00:00.000Z
SSK-351144,STU-001900,SKL-027,2025-01-15,1,5,3,2025-01-15,59.00,198,2,STF-0047,Auditory,Fast learner,Focus,Peer tutoring,Showing steady improvement,Proficient,2023-05-20T00:00:00.000Z,2023-06-19T00:00:00.000Z
SSK-351168,STU-000454,SKL-035,2025-02-08,1,4,3,2025-02-08,83.00,21,4,STF-0032,Kinesthetic,Communication,Detail orientation,Portfolio development,Showing steady improvement,Proficient,2023-06-13T00:00:00.000Z,2023-07-13T00:00:00.000Z
SSK-351203,STU-000281,SKL-028,2025-03-15,2,4,5,2025-03-15,67.00,56,6,STF-0014,Visual,Communication,Detail orientation,Portfolio development,,In Development,2023-07-18T00:00:00.000Z,2023-08-17T00:00:00.000Z
SSK-351216,STU-001790,SKL-011,2025-03-28,1,2,3,2025-03-28,80.00,69,8,STF-0046,Visual,Problem solving,Communication,Certification prep,Showing steady improvement,In Development,2023-07-31T00:00:00.000Z,2023-08-30T00:00:00.000Z
SSK-351228,STU-000011,SKL-013,2025-04-09,1,4,3,2025-04-09,92.00,81,9,STF-0022,Visual,Fast learner,Focus,Peer tutoring,Showing steady improvement,In Development,2023-08-12T00:00:00.000Z,2023-09-11T00:00:00.000Z
SSK-351277,STU-001790,SKL-019,2025-05-28,2,3,4,2025-05-28,90.00,130,3,STF-0047,Reading/Writing,Fast learner,Focus,Peer tutoring,Excellent progress,Advanced,2023-09-30T00:00:00.000Z,2023-10-30T00:00:00.000Z
SSK-351280,STU-000768,SKL-013,2025-05-31,1,1,4,2025-05-31,93.00,133,6,STF-0030,Reading/Writing,Communication,Detail orientation,Portfolio development,Exceeding expectations,Advanced,2023-10-03T00:00:00.000Z,2023-11-02T00:00:00.000Z
SSK-351395,STU-001076,SKL-013,2025-09-23,2,1,5,2025-09-23,55.00,47,0,STF-0040,Mixed,Attention to detail,Confidence,Project leadership role,,Not Started,2024-01-26T00:00:00.000Z,2024-02-25T00:00:00.000Z
SSK-351397,STU-001631,SKL-015,2025-09-25,2,3,4,2025-09-25,57.00,49,2,STF-0001,Mixed,Team collaboration,Collaboration,Additional practice,Excellent progress,Not Started,2024-01-28T00:00:00.000Z,2024-02-27T00:00:00.000Z
SSK-351526,STU-000768,SKL-015,2025-02-01,1,2,4,2025-02-01,84.00,178,10,STF-0029,Visual,Technical aptitude,Time management,Advanced training,Exceeding expectations,In Development,2024-06-05T00:00:00.000Z,2024-07-05T00:00:00.000Z
SSK-351535,STU-001900,SKL-034,2025-02-10,2,1,4,2025-02-10,93.00,187,8,STF-0014,Auditory,Attention to detail,Confidence,Project leadership role,Excellent progress,In Development,2024-06-14T00:00:00.000Z,2024-07-14T00:00:00.000Z
SSK-351539,STU-001245,SKL-017,2025-02-14,2,5,5,2025-02-14,97.00,191,1,STF-0015,Auditory,Communication,Detail orientation,Portfolio development,,In Development,2024-06-18T00:00:00.000Z,2024-07-18T00:00:00.000Z
SSK-351585,STU-000996,SKL-033,2025-04-01,2,1,3,2025-04-01,92.00,36,3,STF-0002,Reading/Writing,Fast learner,Focus,Peer tutoring,On track to meet goals,Needs Support,2024-08-03T00:00:00.000Z,2024-09-02T00:00:00.000Z
SSK-351589,STU-001129,SKL-038,2025-04-05,2,5,4,2025-04-05,96.00,40,7,STF-0039,Reading/Writing,Technical aptitude,Time management,Advanced training,Excellent progress,Needs Support,2024-08-07T00:00:00.000Z,2024-09-06T00:00:00.000Z
SSK-351613,STU-001076,SKL-036,2025-04-29,2,4,4,2025-04-29,69.00,64,9,STF-0008,Visual,Fast learner,Focus,Peer tutoring,Excellent progress,In Development,2024-08-31T00:00:00.000Z,2024-09-30T00:00:00.000Z
SSK-351622,STU-001133,SKL-027,2025-05-08,1,3,4,2025-05-08,78.00,73,7,STF-0030,Visual,Problem solving,Communication,Certification prep,Exceeding expectations,In Development,2024-09-09T00:00:00.000Z,2024-10-09T00:00:00.000Z
SSK-351625,STU-000176,SKL-006,2025-05-11,2,1,4,2025-05-11,81.00,76,10,STF-0044,Visual,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2024-09-12T00:00:00.000Z,2024-10-12T00:00:00.000Z
SSK-351715,STU-001869,SKL-020,2025-08-09,2,1,4,2025-08-09,69.00,166,1,STF-0023,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2024-12-11T00:00:00.000Z,2025-01-10T00:00:00.000Z
SSK-351717,STU-001869,SKL-015,2025-08-11,2,3,3,2025-08-11,71.00,168,3,STF-0009,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2024-12-13T00:00:00.000Z,2025-01-12T00:00:00.000Z
SSK-351721,STU-000008,SKL-021,2025-08-15,2,2,4,2025-08-15,75.00,172,7,STF-0027,Visual,Communication,Detail orientation,Portfolio development,Excellent progress,In Development,2024-12-17T00:00:00.000Z,2025-01-16T00:00:00.000Z
SSK-351735,STU-000176,SKL-021,2025-08-29,2,1,3,2025-08-29,89.00,186,10,STF-0037,Auditory,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2024-12-31T00:00:00.000Z,2025-01-30T00:00:00.000Z
SSK-351835,STU-000454,SKL-025,2025-12-07,2,1,4,2025-12-07,87.00,85,0,STF-0017,Auditory,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2025-04-10T00:00:00.000Z,2025-05-10T00:00:00.000Z
SSK-352002,STU-001078,SKL-004,2025-05-23,1,3,3,2025-05-23,50.00,51,2,STF-0009,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2025-09-24T00:00:00.000Z,2025-10-24T00:00:00.000Z
SSK-352061,STU-000454,SKL-037,2025-07-21,2,2,5,2025-07-21,58.00,110,6,STF-0038,Kinesthetic,Fast learner,Focus,Peer tutoring,,Proficient,2025-11-22T00:00:00.000Z,2025-12-22T00:00:00.000Z
SSK-352086,STU-000454,SKL-022,2025-08-15,1,2,3,2025-08-15,83.00,135,9,STF-0044,Reading/Writing,Technical aptitude,Time management,Advanced training,Showing steady improvement,Needs Support,2025-12-17T00:00:00.000Z,2026-01-16T00:00:00.000Z
SSK-352222,STU-001869,SKL-012,2025-12-29,1,3,4,2025-12-29,66.00,70,2,STF-0014,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2022-05-02T00:00:00.000Z,2022-06-01T00:00:00.000Z
SSK-352257,STU-000252,SKL-002,2025-02-02,2,3,3,2025-02-02,50.00,105,4,STF-0007,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2022-06-06T00:00:00.000Z,2022-07-06T00:00:00.000Z
SSK-352369,STU-000768,SKL-023,2025-05-25,2,5,4,2025-05-25,60.00,16,6,STF-0014,Kinesthetic,Fast learner,Focus,Peer tutoring,Excellent progress,Proficient,2022-09-26T00:00:00.000Z,2022-10-26T00:00:00.000Z
SSK-352393,STU-000379,SKL-023,2025-06-18,2,4,4,2025-06-18,84.00,40,8,STF-0009,Mixed,Communication,Detail orientation,Portfolio development,Excellent progress,Needs Support,2022-10-20T00:00:00.000Z,2022-11-19T00:00:00.000Z
SSK-352406,STU-000417,SKL-031,2025-07-01,1,2,5,2025-07-01,97.00,53,10,STF-0049,Visual,Problem solving,Communication,Certification prep,Needs additional support,In Development,2022-11-02T00:00:00.000Z,2022-12-02T00:00:00.000Z
SSK-352417,STU-001426,SKL-020,2025-07-12,2,3,4,2025-07-12,57.00,64,10,STF-0034,Visual,Attention to detail,Confidence,Project leadership role,Excellent progress,In Development,2022-11-13T00:00:00.000Z,2022-12-13T00:00:00.000Z
SSK-352427,STU-001631,SKL-023,2025-07-22,2,3,5,2025-07-22,67.00,74,9,STF-0026,Visual,Problem solving,Communication,Certification prep,,In Development,2022-11-23T00:00:00.000Z,2022-12-23T00:00:00.000Z
SSK-352480,STU-000502,SKL-025,2025-09-13,1,1,4,2025-09-13,69.00,127,7,STF-0042,Reading/Writing,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Advanced,2023-01-15T00:00:00.000Z,2023-02-14T00:00:00.000Z
SSK-352538,STU-001212,SKL-008,2025-11-10,1,4,5,2025-11-10,76.00,185,10,STF-0005,Auditory,Team collaboration,Collaboration,Additional practice,Needs additional support,In Development,2023-03-14T00:00:00.000Z,2023-04-13T00:00:00.000Z
SSK-352640,STU-000011,SKL-031,2025-02-20,1,1,5,2025-02-20,76.00,86,2,STF-0045,Auditory,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2023-06-24T00:00:00.000Z,2023-07-24T00:00:00.000Z
SSK-352645,STU-000748,SKL-017,2025-02-25,2,1,4,2025-02-25,81.00,91,7,STF-0024,Auditory,Communication,Detail orientation,Portfolio development,Excellent progress,Proficient,2023-06-29T00:00:00.000Z,2023-07-29T00:00:00.000Z
SSK-352679,STU-001418,SKL-035,2025-03-31,2,5,5,2025-03-31,64.00,125,8,STF-0037,Reading/Writing,Problem solving,Communication,Certification prep,,Advanced,2023-08-02T00:00:00.000Z,2023-09-01T00:00:00.000Z
SSK-352725,STU-000968,SKL-031,2025-05-16,2,1,3,2025-05-16,59.00,171,10,STF-0011,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2023-09-17T00:00:00.000Z,2023-10-17T00:00:00.000Z
SSK-352726,STU-001792,SKL-037,2025-05-17,1,2,4,2025-05-17,60.00,172,0,STF-0039,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2023-09-18T00:00:00.000Z,2023-10-18T00:00:00.000Z
