goal_id,student_id,goal_type,goal_title,description,start_date,target_completion_date,actual_completion_date,priority,progress_percentage,milestones_total,milestones_completed,mentor_assigned_id,staff_assigned_id,program_id,barriers_identified,support_needed,last_review_date,next_review_date,notes,status,created_at,updated_at
GOL-455798,STU-000838,Community,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-10-06,2026-03-12,null,Low,86,2,2,null,STF-0011,PRG-009,Health issues,Counseling,2025-10-06,2025-11-05,,Deferred,2025-08-16T00:00:00.000Z,2025-08-30T00:00:00.000Z
GOL-455801,STU-001225,Academic,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-10-09,2026-03-05,null,High,89,5,5,MNT-0160,STF-0006,PRG-009,None,Tutoring,2025-10-09,2025-11-08,Needs attention,Active,2025-08-19T00:00:00.000Z,2025-09-02T00:00:00.000Z
GOL-455832,STU-000305,Career,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-11-09,2026-05-04,null,Medium,19,8,0,null,STF-0005,PRG-012,None,None additional,2025-11-09,2025-12-09,Excellent progress,Active,2025-09-19T00:00:00.000Z,2025-10-03T00:00:00.000Z
GOL-455868,STU-000746,Financial,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-12-15,2026-03-02,null,Medium,55,2,0,MNT-0087,STF-0029,PRG-001,Transportation,Transportation,2025-12-15,2026-01-14,,Completed,2025-10-25T00:00:00.000Z,2025-11-08T00:00:00.000Z
GOL-455892,STU-001937,Leadership,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-01-08,2025-05-05,2025-04-19,Low,79,5,6,MNT-0091,STF-0017,PRG-004,Work schedule,Transportation,2025-01-08,2025-02-07,Needs attention,Cancelled,2025-11-18T00:00:00.000Z,2025-12-02T00:00:00.000Z
GOL-455942,STU-001913,Skills Development,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-02-27,2025-04-17,2025-03-22,Medium,28,6,2,MNT-0119,STF-0024,PRG-010,Time constraints,Counseling,2025-02-27,2025-03-29,Revised timeline,Active,2023-01-07T00:00:00.000Z,2023-01-21T00:00:00.000Z
GOL-455988,STU-000567,Creative,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-04-14,2025-09-06,2025-07-10,Low,74,3,3,MNT-0060,STF-0027,null,Academic demands,Transportation,2025-04-14,2025-05-14,On track,On Hold,2023-02-22T00:00:00.000Z,2023-03-08T00:00:00.000Z
GOL-456052,STU-001631,Skills Development,College application completion,College application completion - Personal development goal for Better Youth student,2025-06-17,2025-12-04,null,Medium,37,4,4,null,STF-0032,PRG-009,Resource access,Transportation,2025-06-17,2025-07-17,Ahead of schedule,Completed,2023-04-27T00:00:00.000Z,2023-05-11T00:00:00.000Z
GOL-456072,STU-001891,Financial,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-07-07,2025-08-20,2026-01-01,Medium,57,3,6,MNT-0189,STF-0021,PRG-009,Personal challenges,None additional,2025-07-07,2025-08-06,On track,Completed,2023-05-17T00:00:00.000Z,2023-05-31T00:00:00.000Z
GOL-456083,STU-000920,Creative,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-07-18,2025-08-24,2026-01-11,Low,68,7,8,null,STF-0018,PRG-014,Academic demands,Equipment access,2025-07-18,2025-08-17,Additional support provided,On Hold,2023-05-28T00:00:00.000Z,2023-06-11T00:00:00.000Z
GOL-456102,STU-001150,Academic,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-08-06,2026-01-11,null,High,87,5,0,MNT-0065,STF-0050,PRG-003,None,Counseling,2025-08-06,2025-09-05,Needs attention,Active,2023-06-16T00:00:00.000Z,2023-06-30T00:00:00.000Z
GOL-456115,STU-000305,Career,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-08-19,2025-10-16,2026-01-17,High,100,4,4,MNT-0138,STF-0006,PRG-007,None,Equipment access,2025-08-19,2025-09-18,Ahead of schedule,Active,2023-06-29T00:00:00.000Z,2023-07-13T00:00:00.000Z
GOL-456367,STU-001937,Financial,College application completion,College application completion - Personal development goal for Better Youth student,2025-04-28,2025-07-08,null,Medium,49,4,4,MNT-0051,STF-0050,null,Transportation,Flexible scheduling,2025-04-28,2025-05-28,Ahead of schedule,Completed,2024-03-07T00:00:00.000Z,2024-03-21T00:00:00.000Z
GOL-456386,STU-001004,Creative,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-05-17,2025-11-15,2025-10-18,Low,68,2,5,null,STF-0011,PRG-007,Academic demands,Mentoring,2025-05-17,2025-06-16,,On Hold,2024-03-26T00:00:00.000Z,2024-04-09T00:00:00.000Z
GOL-456418,STU-001032,Career,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-06-18,2025-08-07,null,High,100,6,1,MNT-0157,STF-0030,null,None,Mentoring,2025-06-18,2025-07-18,Revised timeline,Active,2024-04-27T00:00:00.000Z,2024-05-11T00:00:00.000Z
GOL-456423,STU-000567,Career,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-06-23,2025-12-21,2025-11-10,High,4,4,6,MNT-0112,STF-0030,PRG-004,None,Flexible scheduling,2025-06-23,2025-07-23,Ahead of schedule,Active,2024-05-02T00:00:00.000Z,2024-05-16T00:00:00.000Z
GOL-456548,STU-001004,Skills Development,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-10-26,2026-04-22,null,Medium,28,3,5,MNT-0006,STF-0001,PRG-013,Time constraints,Transportation,2025-10-26,2025-11-25,On track,Completed,2024-09-04T00:00:00.000Z,2024-09-18T00:00:00.000Z
GOL-456590,STU-000640,Leadership,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-12-07,2026-04-03,2026-01-23,Low,70,3,2,MNT-0123,STF-0013,PRG-009,Work schedule,Counseling,2025-12-07,2026-01-06,On track,Cancelled,2024-10-16T00:00:00.000Z,2024-10-30T00:00:00.000Z
GOL-456680,STU-000384,Creative,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-03-07,2025-07-23,2025-09-14,Low,59,2,2,null,STF-0020,PRG-007,Personal challenges,None additional,2025-03-07,2025-04-06,,On Hold,2025-01-14T00:00:00.000Z,2025-01-28T00:00:00.000Z
GOL-456687,STU-000384,Creative,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-03-14,2025-09-19,null,Low,66,2,0,MNT-0096,STF-0029,PRG-005,Academic demands,Flexible scheduling,2025-03-14,2025-04-13,,On Hold,2025-01-21T00:00:00.000Z,2025-02-04T00:00:00.000Z
GOL-456709,STU-000186,Academic,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-04-05,2025-08-31,null,High,88,3,4,null,STF-0007,PRG-003,None,Financial assistance,2025-04-05,2025-05-05,On track,Active,2025-02-12T00:00:00.000Z,2025-02-26T00:00:00.000Z
GOL-456715,STU-000746,Career,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-04-11,2025-05-26,null,High,94,2,1,null,STF-0046,PRG-001,None,Equipment access,2025-04-11,2025-05-11,,Active,2025-02-18T00:00:00.000Z,2025-03-04T00:00:00.000Z
GOL-456768,STU-002000,Financial,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-06-03,2025-08-30,null,Medium,46,6,0,MNT-0081,STF-0006,PRG-002,Transportation,None additional,2025-06-03,2025-07-03,Revised timeline,Completed,2025-04-12T00:00:00.000Z,2025-04-26T00:00:00.000Z
GOL-456779,STU-001032,Health/Wellness,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-06-14,2025-11-25,null,Medium,57,3,2,null,STF-0015,PRG-012,Personal challenges,Equipment access,2025-06-14,2025-07-14,On track,Completed,2025-04-23T00:00:00.000Z,2025-05-07T00:00:00.000Z
GOL-456787,STU-001234,Creative,College application completion,College application completion - Personal development goal for Better Youth student,2025-06-22,2025-09-01,2025-10-18,Low,65,4,1,null,STF-0009,PRG-002,Academic demands,Equipment access,2025-06-22,2025-07-22,Ahead of schedule,On Hold,2025-05-01T00:00:00.000Z,2025-05-15T00:00:00.000Z
GOL-456867,STU-001429,Financial,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-09-10,2025-11-25,2026-02-11,Medium,44,7,0,null,STF-0012,PRG-014,Transportation,Equipment access,2025-09-10,2025-10-10,Additional support provided,Completed,2025-07-20T00:00:00.000Z,2025-08-03T00:00:00.000Z
GOL-456906,STU-001779,Academic,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-10-19,2026-01-02,null,High,83,4,3,MNT-0018,STF-0030,null,None,Mentoring,2025-10-19,2025-11-18,Ahead of schedule,Active,2025-08-28T00:00:00.000Z,2025-09-11T00:00:00.000Z
GOL-457017,STU-000469,Career,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-02-07,2025-06-19,null,High,93,3,6,MNT-0065,STF-0045,PRG-008,None,Tutoring,2025-02-07,2025-03-09,On track,Active,2025-12-17T00:00:00.000Z,2025-12-31T00:00:00.000Z
GOL-457021,STU-000582,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-02-11,2025-08-29,null,High,97,7,1,null,STF-0004,PRG-004,None,Financial assistance,2025-02-11,2025-03-13,Additional support provided,Active,2025-12-21T00:00:00.000Z,2026-01-04T00:00:00.000Z
GOL-457155,STU-000838,Personal Growth,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-06-25,2025-11-07,null,Medium,29,8,0,MNT-0138,STF-0050,PRG-008,Resource access,Equipment access,2025-06-25,2025-07-25,Excellent progress,Completed,2023-05-04T00:00:00.000Z,2023-05-18T00:00:00.000Z
GOL-457217,STU-001788,Career,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-08-26,2025-12-02,2026-01-02,High,91,7,8,null,STF-0003,null,None,Tutoring,2025-08-26,2025-09-25,Additional support provided,Active,2023-07-05T00:00:00.000Z,2023-07-19T00:00:00.000Z
GOL-457228,STU-000912,Career,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-09-06,2025-11-29,null,High,1,4,1,null,STF-0009,PRG-013,None,Transportation,2025-09-06,2025-10-06,Ahead of schedule,Active,2023-07-16T00:00:00.000Z,2023-07-30T00:00:00.000Z
GOL-457248,STU-000603,Skills Development,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-09-26,2026-03-24,null,Medium,21,3,3,MNT-0009,STF-0023,PRG-013,Time constraints,None additional,2025-09-26,2025-10-26,On track,Completed,2023-08-05T00:00:00.000Z,2023-08-19T00:00:00.000Z
GOL-457262,STU-000746,Personal Growth,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-10-10,2026-03-13,null,Medium,35,3,8,MNT-0040,STF-0002,PRG-010,Transportation,Counseling,2025-10-10,2025-11-09,On track,Completed,2023-08-19T00:00:00.000Z,2023-09-02T00:00:00.000Z
GOL-457310,STU-000603,Academic,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-11-27,2026-02-06,2026-01-01,High,83,2,2,MNT-0010,STF-0017,PRG-006,None,Counseling,2025-11-27,2025-12-27,,Active,2023-10-06T00:00:00.000Z,2023-10-20T00:00:00.000Z
GOL-457345,STU-000912,Skills Development,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-01-01,2025-02-24,2025-07-05,Medium,17,2,1,null,STF-0041,PRG-010,Time constraints,Tutoring,2025-01-01,2025-01-31,,Completed,2023-11-10T00:00:00.000Z,2023-11-24T00:00:00.000Z
GOL-457347,STU-001017,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-01-03,2025-02-05,2025-02-22,Medium,19,4,3,MNT-0090,STF-0038,PRG-007,Time constraints,Equipment access,2025-01-03,2025-02-02,Ahead of schedule,Completed,2023-11-12T00:00:00.000Z,2023-11-26T00:00:00.000Z
GOL-457376,STU-001527,Health/Wellness,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-02-01,2025-05-02,2025-05-12,Medium,48,5,5,MNT-0048,STF-0028,null,Personal challenges,None additional,2025-02-01,2025-03-03,Needs attention,Completed,2023-12-11T00:00:00.000Z,2023-12-25T00:00:00.000Z
GOL-457402,STU-000384,Academic,College application completion,College application completion - Personal development goal for Better Youth student,2025-02-27,2025-06-18,2025-08-10,High,74,3,4,MNT-0035,STF-0025,PRG-002,None,Mentoring,2025-02-27,2025-03-29,On track,Active,2024-01-06T00:00:00.000Z,2024-01-20T00:00:00.000Z
GOL-457444,STU-001779,Skills Development,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-04-10,2025-08-23,2025-06-11,Medium,15,3,1,null,STF-0018,PRG-003,Time constraints,Transportation,2025-04-10,2025-05-10,On track,Active,2024-02-17T00:00:00.000Z,2024-03-02T00:00:00.000Z
GOL-457450,STU-000384,Skills Development,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-04-16,2025-10-23,2025-05-12,Medium,21,2,7,null,STF-0028,PRG-007,Resource access,Mentoring,2025-04-16,2025-05-16,,Completed,2024-02-23T00:00:00.000Z,2024-03-08T00:00:00.000Z
GOL-457662,STU-001788,Personal Growth,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-11-14,2026-03-19,null,Medium,31,4,3,MNT-0149,STF-0007,PRG-012,Transportation,Counseling,2025-11-14,2025-12-14,Ahead of schedule,Completed,2024-09-22T00:00:00.000Z,2024-10-06T00:00:00.000Z
GOL-457682,STU-000062,Creative,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-12-04,2026-02-01,2026-06-19,Low,51,3,5,MNT-0188,STF-0015,PRG-015,Academic demands,Mentoring,2025-12-04,2026-01-03,On track,On Hold,2024-10-12T00:00:00.000Z,2024-10-26T00:00:00.000Z
GOL-457752,STU-000640,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-02-12,2025-07-04,2025-04-22,Medium,20,3,3,null,STF-0012,null,Resource access,None additional,2025-02-12,2025-03-14,On track,Completed,2024-12-21T00:00:00.000Z,2025-01-04T00:00:00.000Z
GOL-457768,STU-000912,Financial,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-02-28,2025-08-05,2025-04-18,Medium,36,5,1,MNT-0183,STF-0014,PRG-003,Transportation,None additional,2025-02-28,2025-03-30,Needs attention,Completed,2025-01-06T00:00:00.000Z,2025-01-20T00:00:00.000Z
GOL-457795,STU-001102,Community,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-03-27,2025-09-02,null,Low,63,4,1,MNT-0106,STF-0008,null,Work schedule,Equipment access,2025-03-27,2025-04-26,Ahead of schedule,Deferred,2025-02-02T00:00:00.000Z,2025-02-16T00:00:00.000Z
GOL-457823,STU-001102,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-04-24,2025-11-03,2025-10-18,High,91,4,2,MNT-0107,STF-0003,PRG-008,None,Flexible scheduling,2025-04-24,2025-05-24,Ahead of schedule,Active,2025-03-02T00:00:00.000Z,2025-03-16T00:00:00.000Z
GOL-457862,STU-000384,Personal Growth,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-06-02,2025-08-13,2025-07-08,Medium,29,8,5,MNT-0090,STF-0029,PRG-002,Transportation,Counseling,2025-06-02,2025-07-02,Excellent progress,Completed,2025-04-10T00:00:00.000Z,2025-04-24T00:00:00.000Z
GOL-457881,STU-001004,Creative,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-06-21,2025-09-05,null,Low,48,6,6,MNT-0123,STF-0018,null,Personal challenges,Tutoring,2025-06-21,2025-07-21,Revised timeline,On Hold,2025-04-29T00:00:00.000Z,2025-05-13T00:00:00.000Z
GOL-457898,STU-000603,Community,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-07-08,2025-08-18,2026-01-24,Low,65,2,5,null,STF-0025,PRG-008,Health issues,Mentoring,2025-07-08,2025-08-07,,Deferred,2025-05-16T00:00:00.000Z,2025-05-30T00:00:00.000Z
GOL-457974,STU-001527,Health/Wellness,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-09-22,2026-01-22,2026-02-15,Medium,40,8,0,MNT-0137,STF-0020,PRG-008,Personal challenges,Counseling,2025-09-22,2025-10-22,Excellent progress,Completed,2025-07-31T00:00:00.000Z,2025-08-14T00:00:00.000Z
GOL-457997,STU-000567,Community,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-10-15,2026-04-30,2026-03-04,Low,63,3,5,MNT-0118,STF-0049,PRG-006,Health issues,Financial assistance,2025-10-15,2025-11-14,On track,Deferred,2025-08-23T00:00:00.000Z,2025-09-06T00:00:00.000Z
GOL-458044,STU-001641,Skills Development,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-12-01,2026-01-26,null,Medium,9,8,7,MNT-0171,STF-0037,PRG-003,Time constraints,Transportation,2025-12-01,2025-12-31,Excellent progress,Active,2025-10-09T00:00:00.000Z,2025-10-23T00:00:00.000Z
GOL-458087,STU-000920,Creative,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-01-13,2025-07-28,null,Low,52,2,5,MNT-0183,STF-0032,PRG-012,Academic demands,Flexible scheduling,2025-01-13,2025-02-12,,On Hold,2025-11-21T00:00:00.000Z,2025-12-05T00:00:00.000Z
GOL-458090,STU-000062,Leadership,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-01-16,2025-03-24,null,Low,55,5,8,MNT-0184,STF-0023,PRG-005,Work schedule,Mentoring,2025-01-16,2025-02-15,Needs attention,Cancelled,2025-11-24T00:00:00.000Z,2025-12-08T00:00:00.000Z
