student_cert_id,student_id,certification_id,attempt_date,attempt_number,exam_score,passed,issue_date,expiration_date,certificate_number,verified_by_staff_id,digital_badge_issued,badge_url,linked_to_portfolio,employer_verified,renewal_reminder_sent,status,notes,created_at,updated_at
SCR-97165,STU-001586,CRT-016,2025-01-21,1,99.00,true,2025-01-28,2027-09-12,CERT-1071650,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1071650,true,false,false,Active,,2022-03-27T00:00:00.000Z,2022-04-03T00:00:00.000Z
SCR-97166,STU-001166,CRT-011,2025-02-06,1,64.00,true,2025-02-11,2027-02-08,CERT-1071666,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1071666,true,false,false,Active,First attempt success,2022-04-12T00:00:00.000Z,2022-04-19T00:00:00.000Z
SCR-97168,STU-001113,CRT-001,2025-02-28,2,86.00,false,2025-03-02,2026-12-05,CERT-1071688,STF-0006,false,https://badges.betteryouth.org/verify/CERT-1071688,false,false,false,Pending Renewal,Recommended for advanced certification,2022-05-04T00:00:00.000Z,2022-05-11T00:00:00.000Z
SCR-97170,STU-001880,CRT-017,2025-03-14,1,100.00,true,2025-03-16,2026-12-31,CERT-1071702,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1071702,true,true,true,Active,Improved from previous attempt,2022-05-18T00:00:00.000Z,2022-05-25T00:00:00.000Z
SCR-97173,STU-000438,CRT-002,2025-04-20,1,86.00,true,2025-04-26,2028-04-07,CERT-1071739,STF-0049,true,https://badges.betteryouth.org/verify/CERT-1071739,true,false,false,Active,Excellent performance,2022-06-24T00:00:00.000Z,2022-07-01T00:00:00.000Z
SCR-97176,STU-001618,CRT-016,2025-05-13,1,58.00,true,2025-05-19,null,CERT-1071762,STF-0033,true,https://badges.betteryouth.org/verify/CERT-1071762,true,false,false,Active,Improved from previous attempt,2022-07-17T00:00:00.000Z,2022-07-24T00:00:00.000Z
SCR-97177,STU-000488,CRT-019,2025-05-23,1,68.00,true,2025-05-27,null,CERT-1071772,STF-0019,true,https://badges.betteryouth.org/verify/CERT-1071772,false,false,false,Expired,Improved from previous attempt,2022-07-27T00:00:00.000Z,2022-08-03T00:00:00.000Z
SCR-97185,STU-000165,CRT-019,2025-08-13,1,99.00,true,2025-08-27,2027-02-18,CERT-1071854,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1071854,true,false,false,Active,Excellent performance,2022-10-17T00:00:00.000Z,2022-10-24T00:00:00.000Z
SCR-97190,STU-000988,CRT-002,2025-09-29,1,95.00,true,2025-10-09,null,CERT-1071901,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1071901,true,true,true,Active,First attempt success,2022-12-03T00:00:00.000Z,2022-12-10T00:00:00.000Z
SCR-97192,STU-001880,CRT-012,2025-10-20,1,65.00,true,2025-10-29,2028-09-01,CERT-1071922,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1071922,true,false,true,Active,Improved from previous attempt,2022-12-24T00:00:00.000Z,2022-12-31T00:00:00.000Z
SCR-97192,STU-001969,CRT-005,2025-10-21,1,66.00,true,2025-10-30,2027-05-22,CERT-1071923,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1071923,true,false,true,Active,Recommended for advanced certification,2022-12-25T00:00:00.000Z,2023-01-01T00:00:00.000Z
SCR-97198,STU-001263,CRT-014,2025-12-24,2,79.00,false,2026-01-05,null,CERT-1071987,STF-0045,false,https://badges.betteryouth.org/verify/CERT-1071987,false,false,false,Pending Renewal,Improved from previous attempt,2023-02-27T00:00:00.000Z,2023-03-06T00:00:00.000Z
SCR-97199,STU-001063,CRT-014,2025-01-04,3,90.00,false,2025-01-09,null,CERT-1071998,STF-0033,false,https://badges.betteryouth.org/verify/CERT-1071998,false,false,false,Pending Renewal,Recommended for advanced certification,2023-03-10T00:00:00.000Z,2023-03-17T00:00:00.000Z
SCR-97206,STU-000405,CRT-011,2025-03-12,1,55.00,true,2025-03-16,null,CERT-1072065,STF-0006,true,https://badges.betteryouth.org/verify/CERT-1072065,true,false,false,Active,,2023-05-16T00:00:00.000Z,2023-05-23T00:00:00.000Z
SCR-97216,STU-001212,CRT-013,2025-06-21,1,54.00,true,2025-07-03,2027-12-11,CERT-1072166,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1072166,true,false,false,Active,First attempt success,2023-08-25T00:00:00.000Z,2023-09-01T00:00:00.000Z
SCR-97219,STU-001784,CRT-014,2025-07-18,2,81.00,false,2025-07-21,2028-07-11,CERT-1072193,STF-0048,false,https://badges.betteryouth.org/verify/CERT-1072193,false,false,false,Pending Renewal,Recommended for advanced certification,2023-09-21T00:00:00.000Z,2023-09-28T00:00:00.000Z
SCR-97223,STU-001107,CRT-006,2025-08-24,1,67.00,true,2025-08-26,2027-06-12,CERT-1072230,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1072230,true,false,false,Active,,2023-10-28T00:00:00.000Z,2023-11-04T00:00:00.000Z
SCR-97223,STU-000069,CRT-018,2025-08-28,1,71.00,true,2025-09-01,2027-12-25,CERT-1072234,STF-0004,true,https://badges.betteryouth.org/verify/CERT-1072234,true,false,false,Active,Excellent performance,2023-11-01T00:00:00.000Z,2023-11-08T00:00:00.000Z
SCR-97226,STU-001673,CRT-009,2025-09-28,1,51.00,true,2025-10-05,2028-02-14,CERT-1072265,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1072265,true,false,false,Active,,2023-12-02T00:00:00.000Z,2023-12-09T00:00:00.000Z
SCR-97227,STU-000169,CRT-014,2025-10-07,1,60.00,true,2025-10-10,2028-01-05,CERT-1072274,STF-0019,true,https://badges.betteryouth.org/verify/CERT-1072274,false,false,false,Expired,Excellent performance,2023-12-11T00:00:00.000Z,2023-12-18T00:00:00.000Z
SCR-97227,STU-000488,CRT-012,2025-10-10,2,63.00,true,2025-10-12,2028-09-04,CERT-1072277,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1072277,false,false,false,Expired,Improved from previous attempt,2023-12-14T00:00:00.000Z,2023-12-21T00:00:00.000Z
SCR-97230,STU-001113,CRT-014,2025-11-06,1,90.00,true,2025-11-15,2028-05-25,CERT-1072304,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1072304,true,true,true,Active,Excellent performance,2024-01-10T00:00:00.000Z,2024-01-17T00:00:00.000Z
SCR-97236,STU-001586,CRT-019,2025-01-04,1,98.00,true,2025-01-11,null,CERT-1072363,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1072363,true,false,false,Active,Recommended for advanced certification,2024-03-09T00:00:00.000Z,2024-03-16T00:00:00.000Z
SCR-97243,STU-001847,CRT-008,2025-03-17,1,68.00,true,2025-03-30,2027-07-27,CERT-1072435,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1072435,true,false,false,Active,,2024-05-20T00:00:00.000Z,2024-05-27T00:00:00.000Z
SCR-97250,STU-000915,CRT-007,2025-05-27,1,88.00,true,2025-05-30,2026-06-28,CERT-1072506,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1072506,true,true,true,Active,First attempt success,2024-07-30T00:00:00.000Z,2024-08-06T00:00:00.000Z
SCR-97257,STU-000165,CRT-007,2025-08-03,1,54.00,true,2025-08-08,2027-12-02,CERT-1072574,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1072574,false,false,false,Expired,Excellent performance,2024-10-06T00:00:00.000Z,2024-10-13T00:00:00.000Z
SCR-97260,STU-000316,CRT-004,2025-09-01,1,83.00,true,2025-09-13,2028-06-13,CERT-1072603,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1072603,true,true,true,Active,Recommended for advanced certification,2024-11-04T00:00:00.000Z,2024-11-11T00:00:00.000Z
SCR-97261,STU-001113,CRT-013,2025-09-08,1,90.00,true,2025-09-17,null,CERT-1072610,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1072610,true,true,true,Active,,2024-11-11T00:00:00.000Z,2024-11-18T00:00:00.000Z
SCR-97269,STU-000915,CRT-018,2025-11-30,2,71.00,false,2025-12-09,null,CERT-1072693,STF-0026,false,https://badges.betteryouth.org/verify/CERT-1072693,false,false,false,Pending Renewal,Recommended for advanced certification,2025-02-02T00:00:00.000Z,2025-02-09T00:00:00.000Z
SCR-97269,STU-001416,CRT-006,2025-12-03,3,74.00,false,2025-12-13,null,CERT-1072696,STF-0005,false,https://badges.betteryouth.org/verify/CERT-1072696,false,false,false,Pending Renewal,First attempt success,2025-02-05T00:00:00.000Z,2025-02-12T00:00:00.000Z
SCR-97277,STU-001133,CRT-002,2025-02-20,2,51.00,true,2025-03-02,null,CERT-1072775,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1072775,false,false,false,Expired,,2025-04-25T00:00:00.000Z,2025-05-02T00:00:00.000Z
SCR-97278,STU-000988,CRT-001,2025-03-05,2,64.00,false,2025-03-06,2027-12-19,CERT-1072788,STF-0018,false,https://badges.betteryouth.org/verify/CERT-1072788,false,false,false,Pending Renewal,Recommended for advanced certification,2025-05-08T00:00:00.000Z,2025-05-15T00:00:00.000Z
SCR-97292,STU-001372,CRT-018,2025-07-18,1,97.00,true,2025-08-01,2027-02-22,CERT-1072923,STF-0025,true,https://badges.betteryouth.org/verify/CERT-1072923,true,false,true,Active,Recommended for advanced certification,2025-09-20T00:00:00.000Z,2025-09-27T00:00:00.000Z
SCR-97317,STU-000362,CRT-010,2025-03-24,1,91.00,true,2025-03-27,2026-12-08,CERT-1073172,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1073172,false,false,false,Expired,Improved from previous attempt,2022-05-27T00:00:00.000Z,2022-06-03T00:00:00.000Z
SCR-97319,STU-001063,CRT-009,2025-04-15,2,62.00,false,2025-04-24,2026-09-16,CERT-1073194,STF-0035,false,https://badges.betteryouth.org/verify/CERT-1073194,false,false,false,Pending Renewal,Excellent performance,2022-06-18T00:00:00.000Z,2022-06-25T00:00:00.000Z
SCR-97329,STU-000596,CRT-007,2025-07-20,2,56.00,false,2025-07-25,2027-03-14,CERT-1073290,STF-0045,false,https://badges.betteryouth.org/verify/CERT-1073290,false,false,false,Pending Renewal,,2022-09-22T00:00:00.000Z,2022-09-29T00:00:00.000Z
SCR-97340,STU-001217,CRT-004,2025-11-16,1,73.00,true,2025-11-26,2028-09-10,CERT-1073409,STF-0047,true,https://badges.betteryouth.org/verify/CERT-1073409,true,true,true,Active,Excellent performance,2023-01-19T00:00:00.000Z,2023-01-26T00:00:00.000Z
SCR-97341,STU-000866,CRT-004,2025-11-20,1,77.00,true,2025-12-04,2027-04-14,CERT-1073413,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1073413,true,true,true,Active,Recommended for advanced certification,2023-01-23T00:00:00.000Z,2023-01-30T00:00:00.000Z
SCR-97341,STU-000694,CRT-010,2025-11-21,1,78.00,true,2025-12-05,2028-01-13,CERT-1073414,STF-0035,true,https://badges.betteryouth.org/verify/CERT-1073414,true,true,true,Active,Excellent performance,2023-01-24T00:00:00.000Z,2023-01-31T00:00:00.000Z
SCR-97347,STU-000069,CRT-006,2025-01-16,1,83.00,true,2025-01-19,2027-07-08,CERT-1073470,STF-0012,true,https://badges.betteryouth.org/verify/CERT-1073470,false,false,false,Expired,,2023-03-21T00:00:00.000Z,2023-03-28T00:00:00.000Z
SCR-97348,STU-000258,CRT-013,2025-01-29,2,96.00,false,2025-01-30,null,CERT-1073483,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1073483,false,false,false,Expired,Recommended for advanced certification,2023-04-03T00:00:00.000Z,2023-04-10T00:00:00.000Z
SCR-97350,STU-001930,CRT-012,2025-02-19,1,66.00,true,2025-02-23,2026-05-12,CERT-1073504,STF-0016,true,https://badges.betteryouth.org/verify/CERT-1073504,true,true,true,Active,Excellent performance,2023-04-24T00:00:00.000Z,2023-05-01T00:00:00.000Z
SCR-97352,STU-001673,CRT-017,2025-03-07,1,82.00,true,2025-03-09,2026-03-12,CERT-1073520,STF-0016,true,https://badges.betteryouth.org/verify/CERT-1073520,true,false,true,Active,,2023-05-10T00:00:00.000Z,2023-05-17T00:00:00.000Z
SCR-97354,STU-001372,CRT-008,2025-03-29,1,53.00,true,2025-04-04,2026-12-07,CERT-1073542,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1073542,true,false,false,Active,Improved from previous attempt,2023-06-01T00:00:00.000Z,2023-06-08T00:00:00.000Z
SCR-97357,STU-000069,CRT-020,2025-05-04,2,89.00,true,2025-05-10,null,CERT-1073578,STF-0004,true,https://badges.betteryouth.org/verify/CERT-1073578,false,false,false,Expired,Recommended for advanced certification,2023-07-07T00:00:00.000Z,2023-07-14T00:00:00.000Z
SCR-97359,STU-000596,CRT-005,2025-05-19,2,53.00,false,2025-05-25,2026-10-28,CERT-1073593,STF-0011,false,https://badges.betteryouth.org/verify/CERT-1073593,false,false,false,Pending Renewal,Recommended for advanced certification,2023-07-22T00:00:00.000Z,2023-07-29T00:00:00.000Z
SCR-97361,STU-000596,CRT-011,2025-06-06,1,71.00,true,2025-06-14,2026-08-03,CERT-1073611,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1073611,true,true,true,Active,First attempt success,2023-08-09T00:00:00.000Z,2023-08-16T00:00:00.000Z
SCR-97372,STU-000988,CRT-002,2025-09-28,1,83.00,true,2025-10-04,2028-06-03,CERT-1073725,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1073725,true,false,true,Active,,2023-12-01T00:00:00.000Z,2023-12-08T00:00:00.000Z
SCR-97373,STU-001198,CRT-011,2025-10-04,1,89.00,true,2025-10-10,null,CERT-1073731,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1073731,true,false,false,Active,First attempt success,2023-12-07T00:00:00.000Z,2023-12-14T00:00:00.000Z
SCR-97373,STU-000703,CRT-001,2025-10-05,1,90.00,true,2025-10-07,2027-02-14,CERT-1073732,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1073732,true,false,false,Active,Improved from previous attempt,2023-12-08T00:00:00.000Z,2023-12-15T00:00:00.000Z
SCR-97383,STU-000703,CRT-017,2025-01-13,1,88.00,true,2025-01-20,2027-01-16,CERT-1073832,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1073832,true,false,false,Active,Improved from previous attempt,2024-03-17T00:00:00.000Z,2024-03-24T00:00:00.000Z
SCR-97383,STU-000654,CRT-012,2025-01-18,1,93.00,true,2025-01-29,2026-02-12,CERT-1073837,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1073837,true,false,false,Active,Improved from previous attempt,2024-03-22T00:00:00.000Z,2024-03-29T00:00:00.000Z
SCR-97393,STU-001176,CRT-004,2025-04-23,1,86.00,true,2025-05-06,2028-01-13,CERT-1073932,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1073932,true,false,false,Active,Improved from previous attempt,2024-06-25T00:00:00.000Z,2024-07-02T00:00:00.000Z
SCR-97397,STU-000627,CRT-002,2025-06-05,2,78.00,true,2025-06-14,2028-03-08,CERT-1073975,STF-0014,true,https://badges.betteryouth.org/verify/CERT-1073975,false,false,false,Expired,,2024-08-07T00:00:00.000Z,2024-08-14T00:00:00.000Z
SCR-97399,STU-001133,CRT-004,2025-06-21,2,94.00,false,2025-07-02,2027-12-04,CERT-1073991,STF-0008,false,https://badges.betteryouth.org/verify/CERT-1073991,false,false,false,Pending Renewal,First attempt success,2024-08-23T00:00:00.000Z,2024-08-30T00:00:00.000Z
SCR-97400,STU-001107,CRT-018,2025-07-09,1,61.00,true,2025-07-18,null,CERT-1074009,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1074009,true,true,true,Active,Excellent performance,2024-09-10T00:00:00.000Z,2024-09-17T00:00:00.000Z
SCR-97405,STU-001217,CRT-005,2025-08-26,1,58.00,true,2025-09-09,null,CERT-1074057,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1074057,true,false,false,Active,Improved from previous attempt,2024-10-28T00:00:00.000Z,2024-11-04T00:00:00.000Z
SCR-97406,STU-001113,CRT-016,2025-09-06,1,69.00,true,2025-09-11,2027-01-03,CERT-1074068,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1074068,true,false,false,Active,Recommended for advanced certification,2024-11-08T00:00:00.000Z,2024-11-15T00:00:00.000Z
SCR-97407,STU-001885,CRT-010,2025-09-12,1,75.00,true,2025-09-20,2027-11-18,CERT-1074074,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1074074,false,false,false,Expired,Excellent performance,2024-11-14T00:00:00.000Z,2024-11-21T00:00:00.000Z
SCR-97408,STU-000596,CRT-011,2025-09-24,2,87.00,false,2025-09-30,null,CERT-1074086,STF-0001,false,https://badges.betteryouth.org/verify/CERT-1074086,false,false,false,Revoked,First attempt success,2024-11-26T00:00:00.000Z,2024-12-03T00:00:00.000Z
SCR-97409,STU-000069,CRT-003,2025-10-03,3,96.00,false,2025-10-07,2028-09-22,CERT-1074095,STF-0003,false,https://badges.betteryouth.org/verify/CERT-1074095,false,false,false,Pending Renewal,,2024-12-05T00:00:00.000Z,2024-12-12T00:00:00.000Z
SCR-97424,STU-000165,CRT-013,2025-02-28,1,91.00,true,2025-03-11,null,CERT-1074243,STF-0039,true,https://badges.betteryouth.org/verify/CERT-1074243,true,false,false,Active,Recommended for advanced certification,2025-05-02T00:00:00.000Z,2025-05-09T00:00:00.000Z
SCR-97429,STU-000169,CRT-015,2025-04-24,3,95.00,false,2025-04-27,null,CERT-1074298,STF-0018,false,https://badges.betteryouth.org/verify/CERT-1074298,false,false,false,Pending Renewal,Recommended for advanced certification,2025-06-26T00:00:00.000Z,2025-07-03T00:00:00.000Z
SCR-97438,STU-001359,CRT-019,2025-07-20,2,80.00,false,2025-08-03,2027-07-04,CERT-1074385,STF-0015,false,https://badges.betteryouth.org/verify/CERT-1074385,false,false,false,Revoked,,2025-09-21T00:00:00.000Z,2025-09-28T00:00:00.000Z
SCR-97439,STU-001229,CRT-015,2025-07-28,2,88.00,false,2025-08-03,null,CERT-1074393,STF-0012,false,https://badges.betteryouth.org/verify/CERT-1074393,false,false,false,Pending Renewal,Recommended for advanced certification,2025-09-29T00:00:00.000Z,2025-10-06T00:00:00.000Z
SCR-97445,STU-001107,CRT-012,2025-09-23,1,94.00,true,2025-10-01,2027-06-08,CERT-1074450,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1074450,true,false,false,Active,,2025-11-25T00:00:00.000Z,2025-12-02T00:00:00.000Z
SCR-97449,STU-001673,CRT-018,2025-11-07,3,88.00,false,2025-11-16,2028-09-30,CERT-1074495,STF-0040,false,https://badges.betteryouth.org/verify/CERT-1074495,false,false,false,Pending Renewal,,2022-01-09T00:00:00.000Z,2022-01-16T00:00:00.000Z
SCR-97451,STU-001372,CRT-010,2025-11-26,1,56.00,true,2025-11-28,null,CERT-1074514,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1074514,true,true,true,Active,Excellent performance,2022-01-28T00:00:00.000Z,2022-02-04T00:00:00.000Z
SCR-97459,STU-000165,CRT-012,2025-02-16,3,87.00,false,2025-02-27,null,CERT-1074596,STF-0046,false,https://badges.betteryouth.org/verify/CERT-1074596,false,false,false,Pending Renewal,First attempt success,2022-04-20T00:00:00.000Z,2022-04-27T00:00:00.000Z
SCR-97462,STU-000694,CRT-014,2025-03-21,1,69.00,true,2025-03-24,2026-08-02,CERT-1074629,STF-0014,true,https://badges.betteryouth.org/verify/CERT-1074629,true,false,true,Active,Excellent performance,2022-05-23T00:00:00.000Z,2022-05-30T00:00:00.000Z
SCR-97474,STU-001673,CRT-017,2025-07-14,1,82.00,true,2025-07-17,2028-01-02,CERT-1074744,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1074744,true,false,false,Active,Excellent performance,2022-09-15T00:00:00.000Z,2022-09-22T00:00:00.000Z
SCR-97481,STU-001416,CRT-012,2025-09-24,1,52.00,true,2025-09-28,2027-03-11,CERT-1074816,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1074816,true,true,true,Active,First attempt success,2022-11-26T00:00:00.000Z,2022-12-03T00:00:00.000Z
SCR-97485,STU-001133,CRT-009,2025-10-30,1,88.00,true,2025-11-04,2027-02-25,CERT-1074852,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1074852,true,false,false,Active,Improved from previous attempt,2023-01-01T00:00:00.000Z,2023-01-08T00:00:00.000Z
SCR-97485,STU-000438,CRT-005,2025-11-06,1,95.00,true,2025-11-09,null,CERT-1074859,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1074859,true,false,false,Active,Excellent performance,2023-01-08T00:00:00.000Z,2023-01-15T00:00:00.000Z
SCR-97492,STU-000165,CRT-012,2025-01-07,1,55.00,true,2025-01-14,null,CERT-1074921,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1074921,true,false,true,Active,First attempt success,2023-03-11T00:00:00.000Z,2023-03-18T00:00:00.000Z
SCR-97493,STU-000596,CRT-015,2025-01-22,1,70.00,true,2025-02-04,null,CERT-1074936,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1074936,true,false,false,Active,First attempt success,2023-03-26T00:00:00.000Z,2023-04-02T00:00:00.000Z
SCR-97496,STU-001217,CRT-004,2025-02-16,1,95.00,true,2025-02-27,null,CERT-1074961,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1074961,true,false,false,Active,First attempt success,2023-04-20T00:00:00.000Z,2023-04-27T00:00:00.000Z
SCR-96504,STU-001113,CRT-016,2025-12-20,1,76.00,true,2025-12-21,null,CERT-1065048,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1065048,true,false,false,Active,Recommended for advanced certification,2024-02-28T00:00:00.000Z,2024-03-06T00:00:00.000Z
SCR-96507,STU-001550,CRT-018,2025-01-13,1,100.00,true,2025-01-26,null,CERT-1065072,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1065072,false,false,false,Expired,Improved from previous attempt,2024-03-23T00:00:00.000Z,2024-03-30T00:00:00.000Z
SCR-96508,STU-000316,CRT-020,2025-01-27,2,63.00,false,2025-02-04,2027-10-03,CERT-1065086,STF-0039,false,https://badges.betteryouth.org/verify/CERT-1065086,false,false,false,Revoked,First attempt success,2024-04-06T00:00:00.000Z,2024-04-13T00:00:00.000Z
