outcome_id,student_id,metric_id,measurement_date,measurement_period,value,previous_value,target_value,target_met,improvement_from_baseline,percentile_rank,assessed_by_staff_id,assessment_method,confidence_level,supporting_evidence,context_notes,program_id,cohort_id,follow_up_required,intervention_recommended,data_quality_flag,created_at,updated_at
OUT-175901,STU-001998,MTR-001,2025-12-03,Q2 2024,60.00,60.00,52.00,true,14.00,2,STF-0016,Observation,High,Survey Response,External factors affected score,PRG-001,COH-2025,true,None,Valid,2024-06-25T00:00:00.000Z,2024-07-02T00:00:00.000Z
OUT-175919,STU-000159,MTR-001,2025-12-21,Q4 2025,78.00,null,70.00,true,32.00,20,STF-0038,Observation,High,Attendance Records,Significant improvement,PRG-002,COH-2025,true,None,Valid,2024-07-13T00:00:00.000Z,2024-07-20T00:00:00.000Z
OUT-176048,STU-000556,MTR-028,2025-04-29,Q1 2025,5.00,5.00,97.00,true,19.00,49,STF-0050,Peer Review,High,Survey Response,External factors affected score,PRG-005,COH-2025,false,None,Valid,2024-11-19T00:00:00.000Z,2024-11-26T00:00:00.000Z
OUT-176049,STU-001524,MTR-011,2025-04-30,Q2 2025,6.00,null,98.00,true,20.00,50,STF-0023,External Assessment,High,Observation Notes,On track,PRG-011,COH-2023,false,None,Valid,2024-11-20T00:00:00.000Z,2024-11-27T00:00:00.000Z
OUT-176096,STU-000068,MTR-001,2025-06-16,Q1 2025,53.00,53.00,94.00,false,-4.00,97,STF-0031,Peer Review,Low,Certification,Exceeded expectations,PRG-011,COH-2025,false,Program Change,Needs Review,2025-01-06T00:00:00.000Z,2025-01-13T00:00:00.000Z
OUT-176120,STU-000299,MTR-022,2025-07-10,Q1 2025,77.00,77.00,67.00,true,20.00,21,STF-0036,Peer Review,High,Portfolio Review,,PRG-003,COH-2025,true,None,Valid,2025-01-30T00:00:00.000Z,2025-02-06T00:00:00.000Z
OUT-176179,STU-001916,MTR-016,2025-09-07,Q4 2024,35.00,35.00,75.00,false,8.00,80,STF-0030,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-015,COH-2024,false,Mentorship,Valid,2025-03-30T00:00:00.000Z,2025-04-06T00:00:00.000Z
OUT-176209,STU-001855,MTR-013,2025-10-07,Q2 2023,65.00,65.00,54.00,true,38.00,10,STF-0030,Staff Evaluation,High,Survey Response,External factors affected score,PRG-015,COH-2024,true,None,Valid,2025-04-29T00:00:00.000Z,2025-05-06T00:00:00.000Z
OUT-176218,STU-000033,MTR-004,2025-10-16,Q3 2025,74.00,null,63.00,true,47.00,19,STF-0001,System Calculated,High,Portfolio Review,,PRG-008,COH-2024,true,None,Valid,2025-05-08T00:00:00.000Z,2025-05-15T00:00:00.000Z
OUT-176233,STU-000641,MTR-006,2025-10-31,Q2 2023,89.00,89.00,78.00,true,-9.00,34,STF-0040,Staff Evaluation,High,Test Scores,First measurement,PRG-014,COH-2024,false,None,Valid,2025-05-23T00:00:00.000Z,2025-05-30T00:00:00.000Z
OUT-176306,STU-001526,MTR-019,2025-01-12,Q3 2023,61.00,null,100.00,true,-7.00,7,STF-0043,Peer Review,High,Certification,Exceeded expectations,PRG-012,COH-2025,true,None,Valid,2025-08-04T00:00:00.000Z,2025-08-11T00:00:00.000Z
OUT-176339,STU-000993,MTR-028,2025-02-14,Q4 2025,94.00,94.00,82.00,true,26.00,40,STF-0037,Observation,High,Attendance Records,Significant improvement,PRG-004,COH-2025,false,None,Valid,2025-09-06T00:00:00.000Z,2025-09-13T00:00:00.000Z
OUT-176394,STU-000033,MTR-021,2025-04-10,Q3 2024,48.00,48.00,86.00,false,10.00,95,STF-0021,Self-Assessment,Low,Test Scores,First measurement,PRG-001,COH-2023,false,Resource Provision,Incomplete,2025-10-31T00:00:00.000Z,2025-11-07T00:00:00.000Z
OUT-176459,STU-000057,MTR-028,2025-06-14,Q4 2025,12.00,null,100.00,true,4.00,60,STF-0029,Observation,Medium,Project Completion,Needs additional support,PRG-007,COH-2025,false,None,Valid,2023-01-04T00:00:00.000Z,2023-01-11T00:00:00.000Z
OUT-176470,STU-000912,MTR-004,2025-06-25,Q3 2025,23.00,23.00,60.00,false,15.00,71,STF-0028,System Calculated,Medium,Portfolio Review,,PRG-005,COH-2024,false,Mentorship,Valid,2023-01-15T00:00:00.000Z,2023-01-22T00:00:00.000Z
OUT-176483,STU-001797,MTR-016,2025-07-08,Q4 2025,36.00,36.00,73.00,false,28.00,84,STF-0047,Observation,Medium,Observation Notes,On track,PRG-013,COH-2025,false,Counseling,Estimated,2023-01-28T00:00:00.000Z,2023-02-04T00:00:00.000Z
OUT-176506,STU-000576,MTR-020,2025-07-31,Q3 2025,59.00,59.00,96.00,true,-20.00,7,STF-0009,System Calculated,High,Test Scores,First measurement,PRG-012,COH-2024,true,None,Valid,2023-02-20T00:00:00.000Z,2023-02-27T00:00:00.000Z
OUT-176515,STU-000641,MTR-012,2025-08-09,Q4 2024,68.00,68.00,54.00,true,-11.00,16,STF-0003,Staff Evaluation,High,Project Completion,Needs additional support,PRG-012,COH-2024,true,None,Valid,2023-03-01T00:00:00.000Z,2023-03-08T00:00:00.000Z
OUT-176582,STU-000881,MTR-014,2025-10-15,Q3 2023,34.00,34.00,70.00,false,-15.00,83,STF-0027,Peer Review,Medium,Portfolio Review,,PRG-009,COH-2025,false,Counseling,Estimated,2023-05-07T00:00:00.000Z,2023-05-14T00:00:00.000Z
OUT-176667,STU-000641,MTR-008,2025-01-08,Q4 2023,18.00,18.00,53.00,true,-1.00,68,STF-0050,External Assessment,Medium,Test Scores,First measurement,PRG-006,COH-2023,false,Additional Tutoring,Valid,2023-07-31T00:00:00.000Z,2023-08-07T00:00:00.000Z
OUT-176683,STU-001670,MTR-013,2025-01-24,Q4 2024,34.00,34.00,69.00,false,15.00,84,STF-0031,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-007,COH-2024,false,Counseling,Estimated,2023-08-16T00:00:00.000Z,2023-08-23T00:00:00.000Z
OUT-176690,STU-001257,MTR-010,2025-01-31,Q3 2023,41.00,41.00,76.00,false,22.00,91,STF-0017,Peer Review,Low,Project Completion,Needs additional support,PRG-005,COH-2025,false,Resource Provision,Incomplete,2023-08-23T00:00:00.000Z,2023-08-30T00:00:00.000Z
OUT-176706,STU-001855,MTR-009,2025-02-16,Q3 2024,57.00,57.00,92.00,true,38.00,7,STF-0045,Self-Assessment,High,Survey Response,External factors affected score,PRG-013,COH-2023,true,None,Valid,2023-09-08T00:00:00.000Z,2023-09-15T00:00:00.000Z
OUT-176722,STU-000969,MTR-008,2025-03-04,Q3 2025,73.00,null,57.00,true,-17.00,23,STF-0012,System Calculated,High,Portfolio Review,,PRG-014,COH-2024,true,None,Valid,2023-09-24T00:00:00.000Z,2023-10-01T00:00:00.000Z
OUT-176735,STU-001257,MTR-016,2025-03-17,Q4 2025,86.00,86.00,70.00,true,-4.00,36,STF-0009,Observation,High,Observation Notes,On track,PRG-001,COH-2025,false,None,Valid,2023-10-07T00:00:00.000Z,2023-10-14T00:00:00.000Z
OUT-176737,STU-000159,MTR-006,2025-03-19,Q2 2023,88.00,null,72.00,true,-2.00,38,STF-0021,Staff Evaluation,High,Test Scores,First measurement,PRG-002,COH-2024,false,None,Valid,2023-10-09T00:00:00.000Z,2023-10-16T00:00:00.000Z
OUT-176743,STU-000482,MTR-005,2025-03-25,Q4 2024,94.00,null,78.00,true,4.00,44,STF-0026,Staff Evaluation,High,Portfolio Review,,PRG-003,COH-2024,false,None,Valid,2023-10-15T00:00:00.000Z,2023-10-22T00:00:00.000Z
OUT-176752,STU-001797,MTR-017,2025-04-03,Q1 2024,2.00,null,87.00,true,13.00,53,STF-0008,System Calculated,Medium,Attendance Records,Significant improvement,PRG-005,COH-2024,false,None,Valid,2023-10-24T00:00:00.000Z,2023-10-31T00:00:00.000Z
OUT-176777,STU-000576,MTR-010,2025-04-28,Q2 2024,27.00,27.00,61.00,false,38.00,78,STF-0008,Observation,Medium,Observation Notes,On track,PRG-010,COH-2025,false,Mentorship,Valid,2023-11-18T00:00:00.000Z,2023-11-25T00:00:00.000Z
OUT-176836,STU-001855,MTR-020,2025-06-26,Q1 2024,86.00,86.00,69.00,true,26.00,37,STF-0015,System Calculated,High,Attendance Records,Significant improvement,PRG-012,COH-2024,false,None,Valid,2024-01-16T00:00:00.000Z,2024-01-23T00:00:00.000Z
OUT-176838,STU-001518,MTR-014,2025-06-28,Q3 2024,88.00,null,71.00,true,28.00,39,STF-0002,Self-Assessment,High,Certification,Exceeded expectations,PRG-008,COH-2023,false,None,Valid,2024-01-18T00:00:00.000Z,2024-01-25T00:00:00.000Z
OUT-176847,STU-000219,MTR-020,2025-07-07,Q4 2023,97.00,97.00,80.00,true,37.00,48,STF-0033,External Assessment,High,Observation Notes,On track,PRG-014,COH-2023,false,None,Valid,2024-01-27T00:00:00.000Z,2024-02-03T00:00:00.000Z
OUT-176880,STU-001635,MTR-008,2025-08-09,Q1 2023,29.00,null,62.00,false,-1.00,81,STF-0044,Self-Assessment,Medium,Certification,Exceeded expectations,PRG-012,COH-2023,false,Counseling,Estimated,2024-02-29T00:00:00.000Z,2024-03-07T00:00:00.000Z
OUT-176911,STU-000047,MTR-011,2025-09-09,Q4 2024,60.00,null,93.00,true,30.00,12,STF-0044,Staff Evaluation,High,Portfolio Review,,PRG-004,COH-2024,true,None,Valid,2024-03-31T00:00:00.000Z,2024-04-07T00:00:00.000Z
OUT-176950,STU-000482,MTR-003,2025-10-18,Q3 2025,99.00,99.00,81.00,true,-2.00,51,STF-0007,System Calculated,Medium,Certification,Exceeded expectations,PRG-004,COH-2024,false,None,Valid,2024-05-09T00:00:00.000Z,2024-05-16T00:00:00.000Z
OUT-176953,STU-000068,MTR-005,2025-10-21,Q2 2023,1.00,1.00,84.00,true,1.00,54,STF-0050,Staff Evaluation,Medium,Portfolio Review,,PRG-010,COH-2024,false,None,Valid,2024-05-12T00:00:00.000Z,2024-05-19T00:00:00.000Z
OUT-177004,STU-000299,MTR-023,2025-12-11,Q1 2024,52.00,52.00,84.00,true,-19.00,5,STF-0025,System Calculated,High,Attendance Records,Significant improvement,PRG-009,COH-2024,true,None,Valid,2024-07-02T00:00:00.000Z,2024-07-09T00:00:00.000Z
OUT-177046,STU-001867,MTR-008,2025-01-22,Q3 2025,94.00,94.00,75.00,true,23.00,47,STF-0038,System Calculated,High,Attendance Records,Significant improvement,PRG-010,COH-2024,false,None,Valid,2024-08-13T00:00:00.000Z,2024-08-20T00:00:00.000Z
OUT-177059,STU-000159,MTR-010,2025-02-04,Q4 2025,6.00,null,88.00,true,36.00,60,STF-0024,Observation,Medium,Test Scores,First measurement,PRG-008,COH-2025,false,None,Valid,2024-08-26T00:00:00.000Z,2024-09-02T00:00:00.000Z
OUT-177065,STU-001797,MTR-003,2025-02-10,Q2 2024,12.00,null,94.00,true,42.00,66,STF-0005,Observation,Medium,Portfolio Review,,PRG-009,COH-2025,false,Additional Tutoring,Valid,2024-09-01T00:00:00.000Z,2024-09-08T00:00:00.000Z
OUT-177105,STU-000057,MTR-002,2025-03-22,Q2 2025,52.00,52.00,83.00,true,11.00,6,STF-0041,External Assessment,High,Survey Response,External factors affected score,PRG-015,COH-2023,true,None,Valid,2024-10-11T00:00:00.000Z,2024-10-18T00:00:00.000Z
OUT-177148,STU-000322,MTR-009,2025-05-04,Q1 2024,95.00,null,75.00,true,-17.00,49,STF-0046,System Calculated,High,Observation Notes,On track,PRG-004,COH-2024,false,None,Valid,2024-11-23T00:00:00.000Z,2024-11-30T00:00:00.000Z
OUT-177163,STU-000959,MTR-029,2025-05-19,Q4 2024,9.00,9.00,90.00,true,-2.00,64,STF-0040,Staff Evaluation,Medium,Portfolio Review,,PRG-014,COH-2024,false,Additional Tutoring,Valid,2024-12-08T00:00:00.000Z,2024-12-15T00:00:00.000Z
OUT-177169,STU-000212,MTR-005,2025-05-25,Q2 2023,15.00,15.00,96.00,true,4.00,70,STF-0043,Staff Evaluation,Medium,Observation Notes,On track,PRG-004,COH-2024,false,Additional Tutoring,Valid,2024-12-14T00:00:00.000Z,2024-12-21T00:00:00.000Z
OUT-177219,STU-000212,MTR-028,2025-07-14,Q4 2023,65.00,65.00,95.00,true,-17.00,20,STF-0019,External Assessment,High,Portfolio Review,,PRG-008,COH-2023,true,None,Valid,2025-02-02T00:00:00.000Z,2025-02-09T00:00:00.000Z
OUT-177228,STU-001257,MTR-002,2025-07-23,Q1 2023,74.00,74.00,53.00,true,-8.00,29,STF-0046,Self-Assessment,High,Attendance Records,Significant improvement,PRG-006,COH-2023,false,None,Valid,2025-02-11T00:00:00.000Z,2025-02-18T00:00:00.000Z
OUT-177235,STU-000322,MTR-006,2025-07-30,Q4 2024,81.00,81.00,60.00,true,-1.00,36,STF-0014,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-015,COH-2024,false,None,Valid,2025-02-18T00:00:00.000Z,2025-02-25T00:00:00.000Z
OUT-177254,STU-000057,MTR-027,2025-08-18,Q3 2023,100.00,null,79.00,true,18.00,55,STF-0048,Peer Review,Medium,Portfolio Review,,PRG-014,COH-2025,false,None,Valid,2025-03-09T00:00:00.000Z,2025-03-16T00:00:00.000Z
OUT-177259,STU-001083,MTR-023,2025-08-23,Q4 2024,4.00,null,84.00,true,23.00,60,STF-0012,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-015,COH-2024,false,None,Valid,2025-03-14T00:00:00.000Z,2025-03-21T00:00:00.000Z
OUT-177260,STU-000912,MTR-009,2025-08-24,Q1 2025,5.00,null,85.00,true,24.00,61,STF-0005,Peer Review,Medium,Observation Notes,On track,PRG-009,COH-2025,false,Additional Tutoring,Valid,2025-03-15T00:00:00.000Z,2025-03-22T00:00:00.000Z
OUT-177300,STU-001083,MTR-012,2025-10-03,Q1 2023,45.00,45.00,74.00,true,-7.00,1,STF-0004,Self-Assessment,High,Certification,Exceeded expectations,PRG-015,COH-2023,true,None,Valid,2025-04-24T00:00:00.000Z,2025-05-01T00:00:00.000Z
OUT-177301,STU-001526,MTR-016,2025-10-04,Q2 2023,46.00,46.00,75.00,true,-6.00,2,STF-0028,Staff Evaluation,High,Survey Response,External factors affected score,PRG-010,COH-2024,true,None,Valid,2025-04-25T00:00:00.000Z,2025-05-02T00:00:00.000Z
OUT-177392,STU-000561,MTR-019,2025-01-03,Q1 2025,36.00,null,64.00,false,14.00,93,STF-0002,Peer Review,Low,Survey Response,External factors affected score,PRG-015,COH-2025,false,Resource Provision,Incomplete,2025-07-25T00:00:00.000Z,2025-08-01T00:00:00.000Z
OUT-177394,STU-001371,MTR-014,2025-01-05,Q3 2025,38.00,38.00,66.00,false,16.00,95,STF-0005,System Calculated,Low,Portfolio Review,,PRG-007,COH-2024,false,Resource Provision,Incomplete,2025-07-27T00:00:00.000Z,2025-08-03T00:00:00.000Z
OUT-177445,STU-000912,MTR-025,2025-02-25,Q2 2023,89.00,null,66.00,true,-4.00,46,STF-0007,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-006,COH-2024,false,None,Valid,2025-09-16T00:00:00.000Z,2025-09-23T00:00:00.000Z
OUT-177542,STU-001200,MTR-020,2025-06-02,Q3 2023,85.00,null,61.00,true,22.00,43,STF-0038,Peer Review,High,Test Scores,First measurement,PRG-004,COH-2025,false,None,Valid,2025-12-22T00:00:00.000Z,2025-12-29T00:00:00.000Z
OUT-177601,STU-001518,MTR-024,2025-07-31,Q2 2023,43.00,null,69.00,true,10.00,2,STF-0047,Staff Evaluation,High,Certification,Exceeded expectations,PRG-006,COH-2024,true,None,Valid,2023-02-19T00:00:00.000Z,2023-02-26T00:00:00.000Z
OUT-177609,STU-000993,MTR-010,2025-08-08,Q2 2025,51.00,51.00,77.00,true,18.00,10,STF-0037,External Assessment,High,Survey Response,External factors affected score,PRG-004,COH-2023,true,None,Valid,2023-02-27T00:00:00.000Z,2023-03-06T00:00:00.000Z
OUT-177611,STU-001526,MTR-027,2025-08-10,Q4 2025,53.00,53.00,79.00,true,20.00,12,STF-0050,Observation,High,Portfolio Review,,PRG-004,COH-2025,true,None,Valid,2023-03-01T00:00:00.000Z,2023-03-08T00:00:00.000Z
OUT-177618,STU-000641,MTR-004,2025-08-17,Q3 2024,60.00,60.00,86.00,true,27.00,19,STF-0001,Self-Assessment,High,Portfolio Review,,PRG-010,COH-2023,true,None,Valid,2023-03-08T00:00:00.000Z,2023-03-15T00:00:00.000Z
OUT-177637,STU-001392,MTR-001,2025-09-05,Q2 2023,79.00,79.00,54.00,true,46.00,38,STF-0007,Staff Evaluation,High,Survey Response,External factors affected score,PRG-006,COH-2024,false,None,Valid,2023-03-27T00:00:00.000Z,2023-04-03T00:00:00.000Z
OUT-177672,STU-001443,MTR-001,2025-10-10,Q1 2023,13.00,13.00,89.00,false,10.00,73,STF-0010,Self-Assessment,Medium,Survey Response,External factors affected score,PRG-014,COH-2023,false,Mentorship,Valid,2023-05-01T00:00:00.000Z,2023-05-08T00:00:00.000Z
OUT-177697,STU-001443,MTR-023,2025-11-04,Q2 2023,38.00,38.00,63.00,false,35.00,98,STF-0003,Staff Evaluation,Low,Attendance Records,Significant improvement,PRG-001,COH-2024,false,Program Change,Needs Review,2023-05-26T00:00:00.000Z,2023-06-02T00:00:00.000Z
OUT-177771,STU-000881,MTR-017,2025-01-17,Q4 2023,11.00,11.00,86.00,false,38.00,72,STF-0037,External Assessment,Medium,Observation Notes,On track,PRG-003,COH-2023,false,Mentorship,Valid,2023-08-08T00:00:00.000Z,2023-08-15T00:00:00.000Z
OUT-177784,STU-000322,MTR-012,2025-01-30,Q1 2024,24.00,24.00,99.00,false,-20.00,85,STF-0006,System Calculated,Medium,Survey Response,External factors affected score,PRG-014,COH-2024,false,Counseling,Estimated,2023-08-21T00:00:00.000Z,2023-08-28T00:00:00.000Z
OUT-177811,STU-001443,MTR-010,2025-02-26,Q4 2024,51.00,null,75.00,true,7.00,12,STF-0042,Staff Evaluation,High,Certification,Exceeded expectations,PRG-008,COH-2024,true,None,Valid,2023-09-17T00:00:00.000Z,2023-09-24T00:00:00.000Z
OUT-177830,STU-001083,MTR-024,2025-03-17,Q3 2023,70.00,70.00,94.00,true,26.00,31,STF-0040,Peer Review,High,Attendance Records,Significant improvement,PRG-006,COH-2025,false,None,Valid,2023-10-06T00:00:00.000Z,2023-10-13T00:00:00.000Z
OUT-177840,STU-001229,MTR-027,2025-03-27,Q1 2023,80.00,80.00,53.00,true,36.00,41,STF-0035,Self-Assessment,High,Survey Response,External factors affected score,PRG-005,COH-2023,false,None,Valid,2023-10-16T00:00:00.000Z,2023-10-23T00:00:00.000Z
OUT-177883,STU-001239,MTR-009,2025-05-09,Q4 2024,22.00,22.00,96.00,false,8.00,84,STF-0023,Staff Evaluation,Medium,Observation Notes,On track,PRG-001,COH-2024,false,Counseling,Estimated,2023-11-28T00:00:00.000Z,2023-12-05T00:00:00.000Z
OUT-177900,STU-001676,MTR-010,2025-05-26,Q1 2023,39.00,39.00,62.00,true,25.00,1,STF-0033,Self-Assessment,High,Attendance Records,Significant improvement,PRG-007,COH-2023,true,None,Valid,2023-12-15T00:00:00.000Z,2023-12-22T00:00:00.000Z
OUT-177911,STU-000133,MTR-002,2025-06-06,Q4 2025,50.00,50.00,73.00,true,36.00,12,STF-0026,Observation,High,Observation Notes,On track,PRG-010,COH-2025,true,None,Valid,2023-12-26T00:00:00.000Z,2024-01-02T00:00:00.000Z
OUT-177954,STU-000299,MTR-013,2025-07-19,Q3 2024,93.00,93.00,65.00,true,8.00,55,STF-0007,Self-Assessment,Medium,Portfolio Review,,PRG-008,COH-2023,false,None,Valid,2024-02-07T00:00:00.000Z,2024-02-14T00:00:00.000Z
OUT-178022,STU-001083,MTR-016,2025-09-25,Q3 2023,60.00,60.00,82.00,true,5.00,23,STF-0006,Peer Review,High,Survey Response,External factors affected score,PRG-011,COH-2025,true,None,Valid,2024-04-15T00:00:00.000Z,2024-04-22T00:00:00.000Z
OUT-178053,STU-000103,MTR-006,2025-10-26,Q2 2025,91.00,null,62.00,true,36.00,54,STF-0050,External Assessment,Medium,Test Scores,First measurement,PRG-001,COH-2023,false,None,Valid,2024-05-16T00:00:00.000Z,2024-05-23T00:00:00.000Z
OUT-178086,STU-001998,MTR-025,2025-11-28,Q3 2024,23.00,23.00,95.00,false,-2.00,87,STF-0019,Self-Assessment,Medium,Observation Notes,On track,PRG-004,COH-2023,false,Counseling,Estimated,2024-06-18T00:00:00.000Z,2024-06-25T00:00:00.000Z
OUT-178156,STU-000057,MTR-019,2025-02-06,Q1 2024,93.00,93.00,63.00,true,-3.00,57,STF-0019,System Calculated,Medium,Observation Notes,On track,PRG-001,COH-2024,false,None,Valid,2024-08-27T00:00:00.000Z,2024-09-03T00:00:00.000Z
OUT-178187,STU-000556,MTR-008,2025-03-09,Q4 2025,23.00,null,94.00,false,28.00,88,STF-0016,Observation,Medium,Attendance Records,Significant improvement,PRG-013,COH-2025,false,Counseling,Estimated,2024-09-27T00:00:00.000Z,2024-10-04T00:00:00.000Z
OUT-178201,STU-000259,MTR-004,2025-03-23,Q2 2023,37.00,37.00,57.00,true,42.00,2,STF-0038,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-010,COH-2024,true,None,Valid,2024-10-11T00:00:00.000Z,2024-10-18T00:00:00.000Z
OUT-178234,STU-000912,MTR-024,2025-04-25,Q3 2025,70.00,70.00,90.00,true,4.00,35,STF-0014,System Calculated,High,Portfolio Review,,PRG-006,COH-2024,false,None,Valid,2024-11-13T00:00:00.000Z,2024-11-20T00:00:00.000Z
OUT-178267,STU-000959,MTR-009,2025-05-28,Q4 2024,2.00,2.00,72.00,true,37.00,68,STF-0013,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-011,COH-2024,false,Additional Tutoring,Valid,2024-12-16T00:00:00.000Z,2024-12-23T00:00:00.000Z
OUT-178329,STU-000608,MTR-020,2025-07-29,Q2 2025,64.00,64.00,83.00,true,28.00,30,STF-0044,External Assessment,High,Certification,Exceeded expectations,PRG-001,COH-2023,false,None,Valid,2025-02-16T00:00:00.000Z,2025-02-23T00:00:00.000Z
OUT-178363,STU-001257,MTR-015,2025-09-01,Q4 2024,98.00,98.00,66.00,true,-9.00,64,STF-0009,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-013,COH-2024,false,Additional Tutoring,Valid,2025-03-22T00:00:00.000Z,2025-03-29T00:00:00.000Z
OUT-178477,STU-000047,MTR-030,2025-12-24,Q2 2023,10.00,null,78.00,false,34.00,78,STF-0046,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-005,COH-2024,false,Mentorship,Valid,2025-07-14T00:00:00.000Z,2025-07-21T00:00:00.000Z
OUT-178494,STU-000322,MTR-019,2025-01-10,Q3 2024,27.00,27.00,95.00,false,-20.00,95,STF-0040,Self-Assessment,Low,Test Scores,First measurement,PRG-007,COH-2023,false,Resource Provision,Incomplete,2025-07-31T00:00:00.000Z,2025-08-07T00:00:00.000Z
OUT-178496,STU-001867,MTR-028,2025-01-12,Q1 2025,29.00,null,97.00,false,-18.00,97,STF-0042,Peer Review,Low,Project Completion,Needs additional support,PRG-010,COH-2025,false,Program Change,Needs Review,2025-08-02T00:00:00.000Z,2025-08-09T00:00:00.000Z
OUT-178507,STU-000641,MTR-004,2025-01-23,Q4 2024,40.00,40.00,57.00,true,-7.00,8,STF-0005,Staff Evaluation,High,Portfolio Review,,PRG-010,COH-2024,true,None,Valid,2025-08-13T00:00:00.000Z,2025-08-20T00:00:00.000Z
OUT-178508,STU-000212,MTR-012,2025-01-24,Q1 2025,41.00,41.00,58.00,true,-6.00,9,STF-0013,Peer Review,High,Test Scores,First measurement,PRG-001,COH-2025,true,None,Valid,2025-08-14T00:00:00.000Z,2025-08-21T00:00:00.000Z
OUT-178575,STU-001998,MTR-023,2025-04-01,Q4 2023,7.00,7.00,74.00,false,-10.00,76,STF-0003,External Assessment,Medium,Survey Response,External factors affected score,PRG-012,COH-2023,false,Mentorship,Valid,2025-10-20T00:00:00.000Z,2025-10-27T00:00:00.000Z
OUT-178728,STU-000556,MTR-002,2025-09-01,Q1 2023,59.00,null,74.00,true,1.00,29,STF-0047,Self-Assessment,High,Certification,Exceeded expectations,PRG-006,COH-2023,false,None,Valid,2023-03-22T00:00:00.000Z,2023-03-29T00:00:00.000Z
OUT-178739,STU-000299,MTR-011,2025-09-12,Q4 2025,70.00,70.00,85.00,true,12.00,40,STF-0033,Observation,High,Test Scores,First measurement,PRG-009,COH-2025,false,None,Valid,2023-04-02T00:00:00.000Z,2023-04-09T00:00:00.000Z
OUT-178760,STU-000753,MTR-004,2025-10-03,Q1 2025,91.00,91.00,55.00,true,33.00,61,STF-0016,Peer Review,Medium,Test Scores,First measurement,PRG-013,COH-2025,false,Additional Tutoring,Valid,2023-04-23T00:00:00.000Z,2023-04-30T00:00:00.000Z
OUT-178817,STU-000482,MTR-027,2025-11-29,Q2 2024,47.00,null,61.00,true,19.00,18,STF-0020,Observation,High,Attendance Records,Significant improvement,PRG-001,COH-2025,true,None,Valid,2023-06-19T00:00:00.000Z,2023-06-26T00:00:00.000Z
